"","PMID","Title","Authors","Citation","First.Author","Journal.Book","Publication.Year","Create.Date","PMCID","NIHMS.ID","DOI"
"1215",37575399,"Enrichment of Membrane Proteins for Downstream Analysis Using Styrene Maleic Acid Lipid Particles (SMALPs) Extraction","Dirnberger B, Korona D, Popovic R, Deery MJ, Barber H, Russell S, Lilley KS.","Bio Protoc. 2023 Aug 5;13(15):e4728. doi: 10.21769/BioProtoc.4728. eCollection 2023 Aug 5.","Dirnberger B","Bio Protoc",2023,"2023/08/14","PMC10415199","","10.21769/BioProtoc.4728"
"1216",37048129,"Cracking the Code of Neuronal Cell Fate","Morello G, La Cognata V, Guarnaccia M, D'Agata V, Cavallaro S.","Cells. 2023 Mar 30;12(7):1057. doi: 10.3390/cells12071057.","Morello G","Cells",2023,"2023/04/13","PMC10093029","","10.3390/cells12071057"
"1217",38205308,"An immune-related prognostic gene ULBP2 is correlated with immunosuppressive tumor microenvironment and immunotherapy in breast cancer","Feng R, Xu J, Huang J, Liu J, Wang X, Wang J, Zhang C, Li H, Wei Y, Ren G.","Heliyon. 2023 Dec 14;10(1):e23687. doi: 10.1016/j.heliyon.2023.e23687. eCollection 2024 Jan 15.","Feng R","Heliyon",2023,"2024/01/11","PMC10776944","","10.1016/j.heliyon.2023.e23687"
"1218",37685865,"Proteomic Analysis of Mesenchymal Stromal Cells Secretome in Comparison to Leukocyte- and Platelet-Rich Fibrin","Al-Sharabi N, Gruber R, Sanz M, Mohamed-Ahmed S, Kristoffersen EK, Mustafa K, Shanbhag S.","Int J Mol Sci. 2023 Aug 22;24(17):13057. doi: 10.3390/ijms241713057.","Al-Sharabi N","Int J Mol Sci",2023,"2023/09/09","PMC10487446","","10.3390/ijms241713057"
"1219",36871208,"Prognostic implication of cuproptosis related genes associates with immunity in Ewing's sarcoma","Li Q, Xu X, Jiao X.","Transl Oncol. 2023 May;31:101646. doi: 10.1016/j.tranon.2023.101646. Epub 2023 Mar 4.","Li Q","Transl Oncol",2023,"2023/03/05","PMC10006858","","10.1016/j.tranon.2023.101646"
"1220",37446019,"Transcriptomic Analysis Reveals Fibroblast Growth Factor 11 (FGF11) Role in Brown Adipocytes in Thermogenic Regulation of Goats","Jiang T, Su D, Liu X, Wang Y, Wang L.","Int J Mol Sci. 2023 Jun 29;24(13):10838. doi: 10.3390/ijms241310838.","Jiang T","Int J Mol Sci",2023,"2023/07/14","PMC10341626","","10.3390/ijms241310838"
"1221",38203172,"GhCNGC13 and 32 Act as Critical Links between Growth and Immunity in Cotton","Peng S, Li P, Li T, Tian Z, Xu R.","Int J Mol Sci. 2023 Dec 19;25(1):1. doi: 10.3390/ijms25010001.","Peng S","Int J Mol Sci",2023,"2024/01/11","PMC10778622","","10.3390/ijms25010001"
"1222",36766839,"C/EBPβ Coupled with E2F2 Promoted the Proliferation of hESC-Derived Hepatocytes through Direct Binding to the Promoter Regions of Cell-Cycle-Related Genes","Liu S, Wang J, Chen S, Han Z, Wu H, Chen H, Duan Y.","Cells. 2023 Feb 2;12(3):497. doi: 10.3390/cells12030497.","Liu S","Cells",2023,"2023/02/11","PMC9914899","","10.3390/cells12030497"
"1223",36670776,"Comprehensive Analysis of Differentially Expressed CircRNAs in the Ovaries of Low- and High-Fertility Sheep","Wang J, Chen H, Zhang Y, Jiang S, Zeng X, Shen H.","Animals (Basel). 2023 Jan 9;13(2):236. doi: 10.3390/ani13020236.","Wang J","Animals (Basel)",2023,"2023/01/21","PMC9854751","","10.3390/ani13020236"
"1224",36749222,"Bioinformatics identify the role of chordin-like 1 in thyroid cancer","Yu JW, Pang R, Liu B, Zhang L, Zhang JW.","Medicine (Baltimore). 2023 Feb 3;102(5):e32778. doi: 10.1097/MD.0000000000032778.","Yu JW","Medicine (Baltimore)",2023,"2023/02/07","PMC9901988","","10.1097/MD.0000000000032778"
"1225",36879187,"Establishment of a prognostic signature for lung adenocarcinoma using cuproptosis-related lncRNAs","Yalimaimaiti S, Liang X, Zhao H, Dou H, Liu W, Yang Y, Ning L.","BMC Bioinformatics. 2023 Mar 6;24(1):81. doi: 10.1186/s12859-023-05192-5.","Yalimaimaiti S","BMC Bioinformatics",2023,"2023/03/06","PMC9990240","","10.1186/s12859-023-05192-5"
"1226",36215033,"Global ubiquitinome analysis reveals the role of E3 ubiquitin ligase FaBRIZ in strawberry fruit ripening","Wang Y, Kong L, Wang W, Qin G.","J Exp Bot. 2023 Jan 1;74(1):214-232. doi: 10.1093/jxb/erac400.","Wang Y","J Exp Bot",2023,"2022/10/10","PMC9786855","","10.1093/jxb/erac400"
"1227",36414709,"Propagation of viral genomes by replicating ammonia-oxidising archaea during soil nitrification","Lee S, Sieradzki ET, Nicol GW, Hazard C.","ISME J. 2023 Feb;17(2):309-314. doi: 10.1038/s41396-022-01341-5. Epub 2022 Nov 21.","Lee S","ISME J",2023,"2022/11/22","PMC9859776","","10.1038/s41396-022-01341-5"
"1228",36136113,"Enriched stable (204)Pb as tracer at ultra-low levels in clinical investigations","Irrgeher J, Berger T, Tchaikovsky A, Tschegg C, Gouya G, Lechner P, Retzmann A, Opper C, Firbas C, Freissmuth M, Peschel-Credner K, Anderle K, Meisslitzer C, Wolzt M, Prohaska T.","Anal Bioanal Chem. 2023 Jan;415(2):255-268. doi: 10.1007/s00216-022-04311-0. Epub 2022 Sep 22.","Irrgeher J","Anal Bioanal Chem",2023,"2022/09/22","PMC9823027","","10.1007/s00216-022-04311-0"
"1229",36992398,"Transcriptome Dynamics in Triticum aestivum Genotypes Associated with Resistance against the Wheat Dwarf Virus","Sharaf A, Nuc P, Ripl J, Alquicer G, Ibrahim E, Wang X, Maruthi MN, Kundu JK.","Viruses. 2023 Mar 6;15(3):689. doi: 10.3390/v15030689.","Sharaf A","Viruses",2023,"2023/03/30","PMC10054045","","10.3390/v15030689"
"1230",36771241,"Improvement of Spatial Memory and Cognitive Function in Mice via the Intervention of Milk Fat Globule Membrane","Zhou Y, Zou X, Feng R, Zhan X, Hong H, Luo Y, Tan Y.","Nutrients. 2023 Jan 19;15(3):534. doi: 10.3390/nu15030534.","Zhou Y","Nutrients",2023,"2023/02/11","PMC9921783","","10.3390/nu15030534"
"1231",36975828,"The Interaction between Intratumoral Microbiome and Immunity Is Related to the Prognosis of Ovarian Cancer","Sheng D, Yue K, Li H, Zhao L, Zhao G, Jin C, Zhang L.","Microbiol Spectr. 2023 Mar 28;11(2):e0354922. doi: 10.1128/spectrum.03549-22. Online ahead of print.","Sheng D","Microbiol Spectr",2023,"2023/03/28","PMC10100779","","10.1128/spectrum.03549-22"
"1232",37175446,"Spleen Transcriptome Profiling Reveals Divergent Immune Responses to LPS and Poly (I:C) Challenge in the Yellow Drum (Nibea albiflora)","Zhao X, Zhang Y, Gao T, Song N.","Int J Mol Sci. 2023 Apr 23;24(9):7735. doi: 10.3390/ijms24097735.","Zhao X","Int J Mol Sci",2023,"2023/05/13","PMC10178140","","10.3390/ijms24097735"
"1233",37426644,"The transcriptome response of astronaut leukocytes to long missions aboard the International Space Station reveals immune modulation","Stratis D, Trudel G, Rocheleau L, Pelchat M, Laneuville O.","Front Immunol. 2023 Jun 22;14:1171103. doi: 10.3389/fimmu.2023.1171103. eCollection 2023.","Stratis D","Front Immunol",2023,"2023/07/10","PMC10324659","","10.3389/fimmu.2023.1171103"
"1234",37035374,"A novel cuproptosis-related gene signature for overall survival prediction in uterine corpus endometrial carcinoma (UCEC)","Lin S, Xu Y, Liu B, Zheng L, Cao C, Wu P, Ding W, Ren F.","Heliyon. 2023 Mar 16;9(4):e14613. doi: 10.1016/j.heliyon.2023.e14613. eCollection 2023 Apr.","Lin S","Heliyon",2023,"2023/04/10","PMC10073764","","10.1016/j.heliyon.2023.e14613"
"1235",37841370,"Expression of CKS2 in Hepatocellular Carcinoma: Correlation with Survival Outcomes and Immune Microenvironment","Zhi R, Hao P, Li W, Zhao H.","J Hepatocell Carcinoma. 2023 Oct 9;10:1767-1784. doi: 10.2147/JHC.S427624. eCollection 2023.","Zhi R","J Hepatocell Carcinoma",2023,"2023/10/16","PMC10572409","","10.2147/JHC.S427624"
"1236",36768349,"Actin-like Protein 6A Expression Correlates with Cancer Stem Cell-like Features and Poor Prognosis in Ovarian Cancer","Chen PM, Wong CN, Wong CN, Chu PY.","Int J Mol Sci. 2023 Jan 19;24(3):2016. doi: 10.3390/ijms24032016.","Chen PM","Int J Mol Sci",2023,"2023/02/11","PMC9916576","","10.3390/ijms24032016"
"1237",37060083,"Functional gene-guided enrichment plus in situ microsphere cultivation enables isolation of new crucial ureolytic bacteria from the rumen of cattle","Liu S, Yu Z, Zhong H, Zheng N, Huws S, Wang J, Zhao S.","Microbiome. 2023 Apr 15;11(1):76. doi: 10.1186/s40168-023-01510-4.","Liu S","Microbiome",2023,"2023/04/14","PMC10105427","","10.1186/s40168-023-01510-4"
"1238",37063855,"Alterations in the gut virome in patients with ankylosing spondylitis","Li C, Zhang Y, Yan Q, Guo R, Chen C, Li S, Zhang Y, Meng J, Ma J, You W, Wu Z, Sun W.","Front Immunol. 2023 Mar 30;14:1154380. doi: 10.3389/fimmu.2023.1154380. eCollection 2023.","Li C","Front Immunol",2023,"2023/04/17","PMC10098016","","10.3389/fimmu.2023.1154380"
"1239",36959823,"DIA-based technology explores hub pathways and biomarkers of neurological recovery in ischemic stroke after rehabilitation","Hu W, Li P, Zeng N, Tan S.","Front Neurol. 2023 Mar 7;14:1079977. doi: 10.3389/fneur.2023.1079977. eCollection 2023.","Hu W","Front Neurol",2023,"2023/03/24","PMC10027712","","10.3389/fneur.2023.1079977"
"1240",36999945,"MAPK4 predicts poor prognosis and facilitates the proliferation and migration of glioma through the AKT/mTOR pathway","Ren J, Zheng S, Zhang L, Liu J, Cao H, Wu S, Xu Y, Sun J.","Cancer Med. 2023 May;12(10):11624-11640. doi: 10.1002/cam4.5859. Epub 2023 Mar 31.","Ren J","Cancer Med",2023,"2023/03/31","PMC10242852","","10.1002/cam4.5859"
"1241",37608375,"Sexually dimorphic methylation patterns characterize the placenta and blood from extremely preterm newborns","Santos HP Jr, Enggasser AE, Clark J, Roell K, Zhabotynsky V, Gower WA, Yanni D, Yang NG, Washburn L, Gogcu S, Marsit CJ, Kuban K, O'Shea TM, Fry RC.","BMC Biol. 2023 Aug 23;21(1):173. doi: 10.1186/s12915-023-01662-7.","Santos HP Jr","BMC Biol",2023,"2023/08/23","PMC10464100","","10.1186/s12915-023-01662-7"
"1242",38323088,"Epidermal microorganisms contributed to the toxic mechanism of nZVI and TCEP in earthworms by robbing metal elements and nutrients","Hou J, Yang M, Wu X, Chen Q, Lu Y, Zhang J, Lin D.","Eco Environ Health. 2023 Nov 29;3(1):80-88. doi: 10.1016/j.eehl.2023.11.001. eCollection 2024 Mar.","Hou J","Eco Environ Health",2023,"2024/02/07","PMC10844675","","10.1016/j.eehl.2023.11.001"
"1243",37186176,"Circular RNA as biomarkers for acute ischemic stroke: A systematic review and meta-analysis","Zhang X, Wan M, Min X, Chu G, Luo Y, Han Z, Li W, Xu R, Luo J, Li W, Yang Y, Ma Y, Jiao L, Wang T.","CNS Neurosci Ther. 2023 Aug;29(8):2086-2100. doi: 10.1111/cns.14220. Epub 2023 Apr 26.","Zhang X","CNS Neurosci Ther",2023,"2023/05/15","PMC10352895","","10.1111/cns.14220"
"1244",36701707,"NCAPD2 is a novel marker for the poor prognosis of lung adenocarcinoma and is associated with immune infiltration and tumor mutational burden","Li Z, Zheng Y, Wu Z, Zhuo T, Zhu Y, Dai L, Wang Y, Chen M.","Medicine (Baltimore). 2023 Jan 20;102(3):e32686. doi: 10.1097/MD.0000000000032686.","Li Z","Medicine (Baltimore)",2023,"2023/01/26","PMC9857258","","10.1097/MD.0000000000032686"
"1245",37880742,"Lymph node metastasis related gene BICC1 promotes tumor progression by promoting EMT and immune infiltration in pancreatic cancer","Meng F, Hua S, Chen X, Meng N, Lan T.","BMC Med Genomics. 2023 Oct 25;16(1):263. doi: 10.1186/s12920-023-01696-4.","Meng F","BMC Med Genomics",2023,"2023/10/26","PMC10601354","","10.1186/s12920-023-01696-4"
"1246",37898705,"Expression signature of ten small nuclear RNAs serves as novel biomarker for prognosis prediction of acute myeloid leukemia","Zhang Z, Huang R, Lai Y.","Sci Rep. 2023 Oct 28;13(1):18489. doi: 10.1038/s41598-023-45626-x.","Zhang Z","Sci Rep",2023,"2023/10/29","PMC10613265","","10.1038/s41598-023-45626-x"
"1247",37525915,"A Potential Autophagy-Related-Gene Based Signature in Patients with Preeclampsia","Shen J, Teng X, Zhao J, Feng Y, Wang L.","Front Biosci (Landmark Ed). 2023 Jul 4;28(7):132. doi: 10.31083/j.fbl2807132.","Shen J","Front Biosci (Landmark Ed)",2023,"2023/08/01","","","10.31083/j.fbl2807132"
"1248",36039844,"Causal effect of COVID-19 on Alzheimer's disease: A Mendelian randomization study","Baranova A, Cao H, Zhang F.","J Med Virol. 2023 Jan;95(1):e28107. doi: 10.1002/jmv.28107. Epub 2022 Sep 7.","Baranova A","J Med Virol",2023,"2022/08/30","PMC9539282","","10.1002/jmv.28107"
"1249",37680201,"PSF toolkit: an R package for pathway curation and topology-aware analysis","Hakobyan S, Stepanyan A, Nersisyan L, Binder H, Arakelyan A.","Front Genet. 2023 Aug 23;14:1264656. doi: 10.3389/fgene.2023.1264656. eCollection 2023.","Hakobyan S","Front Genet",2023,"2023/09/08","PMC10482229","","10.3389/fgene.2023.1264656"
"1250",36717858,"Identification of ferroptosis related markers by integrated bioinformatics analysis and In vitro model experiments in rheumatoid arthritis","Xia J, Zhang L, Gu T, Liu Q, Wang Q.","BMC Med Genomics. 2023 Jan 30;16(1):18. doi: 10.1186/s12920-023-01445-7.","Xia J","BMC Med Genomics",2023,"2023/01/31","PMC9887825","","10.1186/s12920-023-01445-7"
"1251",37781362,"Single-cell analysis of graft-infiltrating host cells identifies caspase-1 as a potential therapeutic target for heart transplant rejection","Wu Z, Liang J, Zhu S, Liu N, Zhao M, Xiao F, Li G, Yu C, Jin C, Ma J, Sun T, Zhu P.","Front Immunol. 2023 Sep 13;14:1251028. doi: 10.3389/fimmu.2023.1251028. eCollection 2023.","Wu Z","Front Immunol",2023,"2023/10/02","PMC10535112","","10.3389/fimmu.2023.1251028"
"1252",37918455,"Mitophagy and mitochondrion-related expression profiles in response to physiological and pathological hypoxia in the corneal epithelium","Wu MF, Peng X, Zhao JL, Zhang MC, Xie HT.","Genomics. 2023 Nov;115(6):110739. doi: 10.1016/j.ygeno.2023.110739. Epub 2023 Oct 31.","Wu MF","Genomics",2023,"2023/11/02","","","10.1016/j.ygeno.2023.110739"
"1253",36837781,"Molecular and Biological Investigation of Isolated Marine Fungal Metabolites as Anticancer Agents: A Multi-Target Approach","Bogari HA, Elhady SS, Darwish KM, Refaey MS, Mohamed RA, Abdelhameed RFA, Almalki AJ, Aldurdunji MM, Lashkar MO, Alshehri SO, Malatani RT, Yamada K, Khedr AIM.","Metabolites. 2023 Jan 21;13(2):162. doi: 10.3390/metabo13020162.","Bogari HA","Metabolites",2023,"2023/02/25","PMC9964656","","10.3390/metabo13020162"
"1254",37680478,"Spatial lipidomics reveals biased phospholipid remodeling in acute Pseudomonas lung infection","Scott AJ, Ellis SR, Hofstaedter CE, Heeren RMA, Ernst RK.","iScience. 2023 Aug 21;26(9):107700. doi: 10.1016/j.isci.2023.107700. eCollection 2023 Sep 15.","Scott AJ","iScience",2023,"2023/09/08","PMC10480615","","10.1016/j.isci.2023.107700"
"1255",37899138,"Proteomic quantification of native and ECM-enriched mouse ovaries reveals an age-dependent fibro-inflammatory signature","Dipali SS, King CD, Rose JP, Burdette JE, Campisi J, Schilling B, Duncan FE.","Aging (Albany NY). 2023 Oct 27;15(20):10821-10855. doi: 10.18632/aging.205190. Epub 2023 Oct 27.","Dipali SS","Aging (Albany NY)",2023,"2023/10/29","PMC10637783","","10.18632/aging.205190"
"1256",37601765,"Effects of bovine respiratory disease on the plasma metabolome of beef steers during the receiving period","Eichie FO, Taiwo G, Idowu M, Sidney T, Treon E, Ologunagba D, Leal Y, Ogunade IM.","Front Vet Sci. 2023 Aug 4;10:1239651. doi: 10.3389/fvets.2023.1239651. eCollection 2023.","Eichie FO","Front Vet Sci",2023,"2023/08/21","PMC10436613","","10.3389/fvets.2023.1239651"
"1257",37612755,"Long-read sequencing identifies a common transposition haplotype predisposing for CLCNKB deletions","Tschernoster N, Erger F, Kohl S, Reusch B, Wenzel A, Walsh S, Thiele H, Becker C, Franitza M, Bartram MP, Kömhoff M, Schumacher L, Kukat C, Borodina T, Quedenau C, Nürnberg P, Rinschen MM, Driller JH, Pedersen BP, Schlingmann KP, Hüttel B, Bockenhauer D, Beck B, Altmüller J.","Genome Med. 2023 Aug 23;15(1):62. doi: 10.1186/s13073-023-01215-1.","Tschernoster N","Genome Med",2023,"2023/08/23","PMC10464140","","10.1186/s13073-023-01215-1"
"1258",37292815,"An Alzheimer's disease risk variant in TTC3 modifies the actin cytoskeleton organization and the PI3K-Akt signaling pathway in iPSC-derived forebrain neurons","Cukier HN, Duarte CL, Laverde-Paz MJ, Simon SA, Van Booven DJ, Miyares AT, Whitehead PL, Hamilton-Nelson KL, Adams LD, Carney RM, Cuccaro ML, Vance JM, Pericak-Vance MA, Griswold AJ, Dykxhoorn DM.","bioRxiv [Preprint]. 2023 May 25:2023.05.25.542316. doi: 10.1101/2023.05.25.542316.","Cukier HN","bioRxiv",2023,"2023/06/09","PMC10246004","","10.1101/2023.05.25.542316"
"1259",37670973,"Prognostic Value of PIK3R4 Expression and Its Correlation with Immune Cell Infiltration in the Diffuse Large B-cell Lymphoma Microenvironment","Zou J, Ma G, Lu F, Li J, Ji C.","J Cancer. 2023 Aug 6;14(13):2517-2528. doi: 10.7150/jca.86681. eCollection 2023.","Zou J","J Cancer",2023,"2023/09/06","PMC10475369","","10.7150/jca.86681"
"1260",36703959,"Construction of ceRNA and m6A-related lncRNA networks associated with anti-inflammation of AdipoAI","Yu H, Wu H, Xie Q, Liu Z, Chen Z, Tu Q, Chen J, Fang F, Qiu W.","Front Immunol. 2023 Jan 10;13:1051654. doi: 10.3389/fimmu.2022.1051654. eCollection 2022.","Yu H","Front Immunol",2023,"2023/01/27","PMC9871488","","10.3389/fimmu.2022.1051654"
"1261",36991043,"Proteomics analysis of serum from thymoma patients","Li J, Qi G, Liu Y.","Sci Rep. 2023 Mar 29;13(1):5117. doi: 10.1038/s41598-023-32339-4.","Li J","Sci Rep",2023,"2023/03/29","PMC10060243","","10.1038/s41598-023-32339-4"
"1262",37976931,"Descriptive analyses of bacterial communities in marine sediment microcosms spiked with fish wastes, emamectin benzoate, and oxytetracycline","Johnson LA, Dufour SC, Smith DDN, Manning AJ, Ahmed B, Binette S, Hamoutene D.","Ecotoxicol Environ Saf. 2023 Dec;268:115683. doi: 10.1016/j.ecoenv.2023.115683. Epub 2023 Nov 16.","Johnson LA","Ecotoxicol Environ Saf",2023,"2023/11/17","","","10.1016/j.ecoenv.2023.115683"
"1263",38052292,"Two cases of pediatric primary immunodeficiency caused by a familial moesin(MSN)gene mutation","Li M, Luo S, Zhuo Z, Shu M.","Clin Immunol. 2024 Jan;258:109858. doi: 10.1016/j.clim.2023.109858. Epub 2023 Dec 3.","Li M","Clin Immunol",2024,"2023/12/05","","","10.1016/j.clim.2023.109858"
"1264",36911522,"The signature of pyroptosis-related gene prognostic and immune microenvironment in adrenocortical carcinoma","Gao J, Wang D, Yang Q, Tang M, Du J, He L, Liu W.","Front Mol Biosci. 2023 Feb 24;10:1131402. doi: 10.3389/fmolb.2023.1131402. eCollection 2023.","Gao J","Front Mol Biosci",2023,"2023/03/13","PMC9998516","","10.3389/fmolb.2023.1131402"
"1265",37360784,"Exploring the diagnostic markers of essential tremor: A study based on machine learning algorithms","Gao Y, Ding L, Liu J, Wang X, Meng Q.","Open Life Sci. 2023 Jun 22;18(1):20220622. doi: 10.1515/biol-2022-0622. eCollection 2023.","Gao Y","Open Life Sci",2023,"2023/06/26","PMC10290283","","10.1515/biol-2022-0622"
"1266",37789267,"ARPC5 acts as a potential prognostic biomarker that is associated with cell proliferation, migration and immune infiltrate in gliomas","Ming Y, Luo C, Ji B, Cheng J.","BMC Cancer. 2023 Oct 3;23(1):937. doi: 10.1186/s12885-023-11433-w.","Ming Y","BMC Cancer",2023,"2023/10/03","PMC10548738","","10.1186/s12885-023-11433-w"
"1267",37657018,"Identification of HOXB9 based on comprehensive bioinformatics analysis for predicting prognosis of head and neck squamous cell carcinoma","Li J, Ran H, Zeng X, Yang D, Zeng X, Zhang P.","Medicine (Baltimore). 2023 Sep 1;102(35):e35035. doi: 10.1097/MD.0000000000035035.","Li J","Medicine (Baltimore)",2023,"2023/09/01","PMC10476753","","10.1097/MD.0000000000035035"
